Name,Language,Sex,Age,Email,,,,,,
,,,,,,,,,,
"Exercise, Muay Thai Heavy Bag",Set,1,time,00:00:00,,,,,,
,,,,,,,,,,
"Exercise, Muay Thai Heavy Bag",Set,2,time,00:00:00,,,,,,
,,,,,,,,,,
"Exercise, Medicine Ball Overhead Slam",Set,1,weight,12,reps,0,time,00:00:00,,
,,,,,,,,,,
"Exercise, Muay Thai Heavy Bag",Set,1,time,00:00:00,,,,,,
,,,,,,,,,,
"Exercise, Muay Thai Heavy Bag",Set,2,time,00:00:00,,,,,,
,,,,,,,,,,
"Exercise, Medicine Ball Overhead Slam",Set,1,weight,12,reps,0,time,00:00:00,,
,,,,,,,,,,
"Exercise, Muay Thai Heavy Bag",Set,1,time,00:00:00,,,,,,
,,,,,,,,,,
"Exercise, Muay Thai Heavy Bag",Set,2,time,00:00:00,,,,,,
,,,,,,,,,,
"Exercise, Backwards Prowler Drag",Set,1,distanceMeter,0,reps,0,weight,35,time,00:00:00
,,,,,,,,,,
"Exercise, Backwards Prowler Drag",Set,2,distanceMeter,0,reps,0,weight,35,time,00:00:00
,,,,,,,,,,
"Exercise, Backwards Prowler Drag",Set,3,distanceMeter,0,reps,0,weight,35,time,00:00:00
,,,,,,,,,,
"Exercise, Backwards Prowler Drag",Set,4,distanceMeter,0,reps,0,weight,35,time,00:00:00
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
"Week#1, Day #3 Legs, Abs, Triceps etc.",2023-02-25,0,-1,-1,-1,-1,,,,
,,,,,,,,,,
RPE 7,,,,,,,,,,
,,,,,,,,,,
"Exercise, Lat Pulldown",Set,1,reps,12,weight,55,,,,
,,,,,,,,,,
"Exercise, Tricep Pushdown With Bar",Set,1,reps,15,weight,27.5,,,,
,,,,,,,,,,
"Exercise, Lat Pulldown",Set,1,reps,12,weight,55,,,,
,,,,,,,,,,
"Exercise, Tricep Pushdown With Bar",Set,1,reps,15,weight,27.5,,,,
,,,,,,,,,,
"Exercise, Lat Pulldown",Set,1,reps,12,weight,60,,,,
,,,,,,,,,,
"Exercise, Tricep Pushdown With Bar",Set,1,reps,15,weight,27.5,,,,
,,,,,,,,,,
"Exercise, Lat Pulldown",Set,1,reps,12,weight,60,,,,
,,,,,,,,,,
"Exercise, Tricep Pushdown With Bar",Set,1,reps,15,weight,27.5,,,,
,,,,,,,,,,
"Exercise, Dumbbell Lateral Lunge",Set,1,reps,10,weight,25,,,,
,,,,,,,,,,
Instance of 'Loc',,,,,,,,,,
,,,,,,,,,,
"Exercise, Seated Calf Raise",Set,1,reps,10,weight,55,,,,
,,,,,,,,,,
"Exercise, Dumbbell Lateral Lunge",Set,1,reps,10,weight,30,,,,
,,,,,,,,,,
Instance of 'Loc',,,,,,,,,,
,,,,,,,,,,
"Exercise, Seated Calf Raise",Set,1,reps,10,weight,55,,,,
,,,,,,,,,,
"Exercise, Dumbbell Lateral Lunge",Set,1,reps,10,weight,30,,,,
,,,,,,,,,,
Instance of 'Loc',,,,,,,,,,
,,,,,,,,,,
"Exercise, Seated Calf Raise",Set,1,reps,10,weight,55,,,,
,,,,,,,,,,
"Exercise, Dumbbell Snow Angels",Set,1,reps,12,weight,5,,,,
,,,,,,,,,,
"Exercise, Hanging Leg Raise",Set,1,bodyweight,0,reps,12,,,,
,,,,,,,,,,
"Exercise, Dumbbell Snow Angels",Set,1,reps,12,weight,5,,,,
,,,,,,,,,,
"Exercise, Hanging Leg Raise",Set,1,bodyweight,0,reps,12,,,,
,,,,,,,,,,
"Exercise, Dumbbell Snow Angels",Set,1,reps,12,weight,5,,,,
,,,,,,,,,,
"Exercise, Hanging Leg Raise",Set,1,bodyweight,0,reps,12,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
"Week #1, Day #2: Shoulders, Legs, Back etc.",2023-02-24,0,-1,-1,-1,-1,,,,
,,,,,,,,,,
RPE 7,,,,,,,,,,
,,,,,,,,,,
"Exercise, Seated Machine Row",Set,1,reps,10,weight,60,,,,
,,,,,,,,,,
Instance of 'Loc',,,,,,,,,,
,,,,,,,,,,
"Exercise, Copenhagen Planks",Set,1,bodyweight,0,reps,12,,,,
,,,,,,,,,,
Instance of 'Loc',,,,,,,,,,
,,,,,,,,,,
"Exercise, Seated Machine Row",Set,1,reps,10,weight,60,,,,
,,,,,,,,,,
Instance of 'Loc',,,,,,,,,,
,,,,,,,,,,
"Exercise, Copenhagen Planks",Set,1,bodyweight,0,reps,12,,,,
,,,,,,,,,,
Instance of 'Loc',,,,,,,,,,
,,,,,,,,,,
"Exercise, Seated Machine Row",Set,1,reps,10,weight,60,,,,
,,,,,,,,,,
Instance of 'Loc',,,,,,,,,,
,,,,,,,,,,
"Exercise, Copenhagen Planks",Set,1,bodyweight,0,reps,12,,,,
,,,,,,,,,,
Instance of 'Loc',,,,,,,,,,
,,,,,,,,,,
"Exercise, Seated Machine Row",Set,1,reps,10,weight,60,,,,
,,,,,,,,,,
Instance of 'Loc',,,,,,,,,,
,,,,,,,,,,
"Exercise, Copenhagen Planks",Set,1,bodyweight,0,reps,12,,,,
,,,,,,,,,,
Instance of 'Loc',,,,,,,,,,
,,,,,,,,,,
"Exercise, Machine Shoulder Press",Set,1,reps,10,weight,20,,,,
,,,,,,,,,,
Instance of 'Loc',,,,,,,,,,
,,,,,,,,,,
"Exercise, Tricep Pushdown With Bar",Set,1,reps,15,weight,27.5,,,,
,,,,,,,,,,
Instance of 'Loc',,,,,,,,,,
,,,,,,,,,,
"Exercise, Machine Shoulder Press",Set,1,reps,10,weight,20,,,,
,,,,,,,,,,
Instance of 'Loc',,,,,,,,,,
,,,,,,,,,,
"Exercise, Tricep Pushdown With Bar",Set,1,reps,15,weight,27.5,,,,
,,,,,,,,,,
Instance of 'Loc',,,,,,,,,,
,,,,,,,,,,
"Exercise, Machine Shoulder Press",Set,1,reps,10,weight,20,,,,
,,,,,,,,,,
Instance of 'Loc',,,,,,,,,,
,,,,,,,,,,
"Exercise, Tricep Pushdown With Bar",Set,1,reps,15,weight,27.5,,,,
,,,,,,,,,,
Instance of 'Loc',,,,,,,,,,
,,,,,,,,,,
"Exercise, Backwards Prowler Drag",Set,1,distanceMeter,0,reps,0,weight,35,time,00:00:00
,,,,,,,,,,
"Exercise, Backwards Prowler Drag",Set,2,distanceMeter,0,reps,0,weight,35,time,00:00:00
,,,,,,,,,,
"Exercise, Backwards Prowler Drag",Set,3,distanceMeter,0,reps,0,weight,35,time,00:00:00
,,,,,,,,,,
"Exercise, Backwards Prowler Drag",Set,4,distanceMeter,0,reps,0,weight,35,time,00:00:00
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
"Week#1, Day #1 : Legs, Shoulders, Chest etc.",2023-02-23,0,-1,-1,-1,-1,,,,
,,,,,,,,,,
RPE = 7,,,,,,,,,,
,,,,,,,,,,
"Exercise, Smith Machine Good Morning - Hamstring Focus",Set,1,reps,12,weight,75,,,,
,,,,,,,,,,
"Exercise, TKE",Set,1,reps,10,,,,,,
,,,,,,,,,,
Instance of 'Loc',,,,,,,,,,
,,,,,,,,,,
"Exercise, Smith Machine Good Morning - Hamstring Focus",Set,1,reps,12,weight,75,,,,
,,,,,,,,,,
"Exercise, TKE",Set,1,reps,10,,,,,,
,,,,,,,,,,
Instance of 'Loc',,,,,,,,,,
,,,,,,,,,,
"Exercise, Smith Machine Good Morning - Hamstring Focus",Set,1,reps,12,weight,75,,,,
,,,,,,,,,,
"Exercise, TKE",Set,1,reps,10,,,,,,
,,,,,,,,,,
Instance of 'Loc',,,,,,,,,,
,,,,,,,,,,
"Exercise, Smith Machine Good Morning - Hamstring Focus",Set,1,reps,12,weight,95,,,,
,,,,,,,,,,
"Exercise, TKE",Set,1,reps,10,,,,,,
,,,,,,,,,,
Instance of 'Loc',,,,,,,,,,
,,,,,,,,,,
"Exercise, Glute Drive Machine",Set,1,reps,10,weight,140,,,,
,,,,,,,,,,
"Exercise, Dumbbell Incline Scarecrows",Set,1,reps,10,weight,5,,,,
,,,,,,,,,,
"Exercise, Glute Drive Machine",Set,1,reps,10,weight,140,,,,
,,,,,,,,,,
"Exercise, Dumbbell Incline Scarecrows",Set,1,reps,10,weight,5,,,,
,,,,,,,,,,
"Exercise, Glute Drive Machine",Set,1,reps,10,weight,140,,,,
,,,,,,,,,,
"Exercise, Dumbbell Incline Scarecrows",Set,1,reps,10,weight,5,,,,
,,,,,,,,,,
"Exercise, Nordic Hamstring",Set,1,bodyweight,0,reps,12,,,,
,,,,,,,,,,
Instance of 'Loc',,,,,,,,,,
,,,,,,,,,,
"Exercise, Incline Dumbbell Press",Set,1,reps,10,weight,15,,,,
,,,,,,,,,,
"Exercise, Nordic Hamstring",Set,1,bodyweight,0,reps,12,,,,
,,,,,,,,,,
Instance of 'Loc',,,,,,,,,,
,,,,,,,,,,
"Exercise, Incline Dumbbell Press",Set,1,reps,10,weight,15,,,,
,,,,,,,,,,
"Exercise, Nordic Hamstring",Set,1,bodyweight,0,reps,12,,,,
,,,,,,,,,,
Instance of 'Loc',,,,,,,,,,
,,,,,,,,,,
"Exercise, Incline Dumbbell Press",Set,1,reps,10,weight,15,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
"Thursday : Legs, Abs, Shoulders etc.",2023-02-16,0,-1,-1,-1,-1,,,,
,,,,,,,,,,
"Exercise, Smith Machine FF Elevated Split Squat",Set,1,reps,8,weight,65,,,,
,,,,,,,,,,
Instance of 'Loc',,,,,,,,,,
,,,,,,,,,,
"Exercise, TKE",Set,1,reps,10,,,,,,
,,,,,,,,,,
Instance of 'Loc',,,,,,,,,,
,,,,,,,,,,
"Exercise, Smith Machine FF Elevated Split Squat",Set,1,reps,8,weight,65,,,,
,,,,,,,,,,
Instance of 'Loc',,,,,,,,,,
,,,,,,,,,,
"Exercise, TKE",Set,1,reps,10,,,,,,
,,,,,,,,,,
Instance of 'Loc',,,,,,,,,,
,,,,,,,,,,
"Exercise, Smith Machine FF Elevated Split Squat",Set,1,reps,8,weight,65,,,,
,,,,,,,,,,
Instance of 'Loc',,,,,,,,,,
,,,,,,,,,,
"Exercise, TKE",Set,1,reps,10,,,,,,
,,,,,,,,,,
Instance of 'Loc',,,,,,,,,,
,,,,,,,,,,
"Exercise, Smith Machine FF Elevated Split Squat",Set,1,reps,8,weight,65,,,,
,,,,,,,,,,
Instance of 'Loc',,,,,,,,,,
,,,,,,,,,,
"Exercise, TKE",Set,1,reps,10,,,,,,
,,,,,,,,,,
Instance of 'Loc',,,,,,,,,,
,,,,,,,,,,
"Exercise, T-Bar Row",Set,1,reps,12,weight,25,,,,
,,,,,,,,,,
Instance of 'Loc',,,,,,,,,,
,,,,,,,,,,
"Exercise, Lying Leg Raise",Set,1,bodyweight,0,reps,15,,,,
,,,,,,,,,,
"Exercise, T-Bar Row",Set,1,reps,12,weight,25,,,,
,,,,,,,,,,
Instance of 'Loc',,,,,,,,,,
,,,,,,,,,,
"Exercise, Lying Leg Raise",Set,1,bodyweight,0,reps,15,,,,
,,,,,,,,,,
"Exercise, T-Bar Row",Set,1,reps,12,weight,25,,,,
,,,,,,,,,,
Instance of 'Loc',,,,,,,,,,
,,,,,,,,,,
"Exercise, Lying Leg Raise",Set,1,bodyweight,0,reps,15,,,,
,,,,,,,,,,
"Exercise, Landmine Tip Toe Overhead Squat",Set,1,reps,8,weight,25,,,,
,,,,,,,,,,
Instance of 'Loc',,,,,,,,,,
,,,,,,,,,,
"Exercise, Hanging Leg Raise",Set,1,bodyweight,0,reps,10,,,,
,,,,,,,,,,
"Exercise, Landmine Tip Toe Overhead Squat",Set,1,reps,8,weight,25,,,,
,,,,,,,,,,
Instance of 'Loc',,,,,,,,,,
,,,,,,,,,,
"Exercise, Hanging Leg Raise",Set,1,bodyweight,0,reps,10,,,,
,,,,,,,,,,
"Exercise, Landmine Tip Toe Overhead Squat",Set,1,reps,8,weight,25,,,,
,,,,,,,,,,
Instance of 'Loc',,,,,,,,,,
,,,,,,,,,,
"Exercise, Hanging Leg Raise",Set,1,bodyweight,0,reps,10,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
"Monday : Shoulders, Legs, Glutes",2023-02-13,0,-1,-1,-1,-1,,,,
,,,,,,,,,,
"Exercise, Goblet Squat",Set,1,reps,10,weight,50,,,,
,,,,,,,,,,
"Exercise, SL Hip Bridge",Set,1,reps,10,weight,0,,,,
,,,,,,,,,,
Instance of 'Loc',,,,,,,,,,
,,,,,,,,,,
"Exercise, Goblet Squat",Set,1,reps,10,weight,50,,,,
,,,,,,,,,,
"Exercise, SL Hip Bridge",Set,1,reps,10,weight,0,,,,
,,,,,,,,,,
Instance of 'Loc',,,,,,,,,,
,,,,,,,,,,
"Exercise, Goblet Squat",Set,1,reps,10,weight,50,,,,
,,,,,,,,,,
"Exercise, SL Hip Bridge",Set,1,reps,10,weight,0,,,,
,,,,,,,,,,
Instance of 'Loc',,,,,,,,,,
,,,,,,,,,,
"Exercise, Goblet Squat",Set,1,reps,10,weight,50,,,,
,,,,,,,,,,
"Exercise, SL Hip Bridge",Set,1,reps,10,weight,0,,,,
,,,,,,,,,,
Instance of 'Loc',,,,,,,,,,
,,,,,,,,,,
"Exercise, Dumbbell Z-Press",Set,1,reps,8,weight,17.5,,,,
,,,,,,,,,,
"Exercise, Band Pull-Apart",Set,1,reps,15,weight,0,,,,
,,,,,,,,,,
"Exercise, Dumbbell Z-Press",Set,1,reps,8,weight,17.5,,,,
,,,,,,,,,,
"Exercise, Band Pull-Apart",Set,1,reps,15,weight,0,,,,
,,,,,,,,,,
"Exercise, Dumbbell Z-Press",Set,1,reps,8,weight,17.5,,,,
,,,,,,,,,,
"Exercise, Band Pull-Apart",Set,1,reps,15,weight,0,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
"Sunday : Shoulders, Legs, Abs etc.",2023-02-12,0,-1,-1,-1,-1,,,,
,,,,,,,,,,
"Exercise, Seated Machine Row",Set,1,reps,10,weight,60,,,,
,,,,,,,,,,
Instance of 'Loc',,,,,,,,,,
,,,,,,,,,,
"Exercise, Copenhagen Planks",Set,1,bodyweight,0,reps,15,,,,
,,,,,,,,,,
"Exercise, Seated Machine Row",Set,1,reps,10,weight,60,,,,
,,,,,,,,,,
Instance of 'Loc',,,,,,,,,,
,,,,,,,,,,
"Exercise, Copenhagen Planks",Set,1,bodyweight,0,reps,15,,,,
,,,,,,,,,,
"Exercise, Seated Machine Row",Set,1,reps,10,weight,60,,,,
,,,,,,,,,,
Instance of 'Loc',,,,,,,,,,
,,,,,,,,,,
"Exercise, Copenhagen Planks",Set,1,bodyweight,0,reps,15,,,,
,,,,,,,,,,
"Exercise, Seated Machine Row",Set,1,reps,10,weight,60,,,,
,,,,,,,,,,
Instance of 'Loc',,,,,,,,,,
,,,,,,,,,,
"Exercise, Copenhagen Planks",Set,1,bodyweight,0,reps,15,,,,
,,,,,,,,,,
"Exercise, Hip Abduction Machine",Set,1,reps,12,weight,60,,,,
,,,,,,,,,,
Instance of 'Loc',,,,,,,,,,
,,,,,,,,,,
"Exercise, Horizontal Calf Extension Machine",Set,1,reps,15,weight,110,,,,
,,,,,,,,,,
Instance of 'Loc',,,,,,,,,,
,,,,,,,,,,
"Exercise, Hip Abduction Machine",Set,1,reps,12,weight,60,,,,
,,,,,,,,,,
Instance of 'Loc',,,,,,,,,,
,,,,,,,,,,
"Exercise, Horizontal Calf Extension Machine",Set,1,reps,15,weight,110,,,,
,,,,,,,,,,
Instance of 'Loc',,,,,,,,,,
,,,,,,,,,,
"Exercise, Hip Abduction Machine",Set,1,reps,12,weight,60,,,,
,,,,,,,,,,
Instance of 'Loc',,,,,,,,,,
,,,,,,,,,,
"Exercise, Horizontal Calf Extension Machine",Set,1,reps,15,weight,110,,,,
,,,,,,,,,,
Instance of 'Loc',,,,,,,,,,
,,,,,,,,,,
"Exercise, Cable Internal Shoulder Rotation",Set,1,reps,10,weight,5,,,,
,,,,,,,,,,
Instance of 'Loc',,,,,,,,,,
,,,,,,,,,,
"Exercise, Decline Crunches w/ Overhead Press",Set,1,reps,10,weight,12.5,,,,
,,,,,,,,,,
"Exercise, Cable Internal Shoulder Rotation",Set,1,reps,10,weight,5,,,,
,,,,,,,,,,
Instance of 'Loc',,,,,,,,,,
,,,,,,,,,,
"Exercise, Decline Crunches w/ Overhead Press",Set,1,reps,10,weight,12.5,,,,
,,,,,,,,,,
"Exercise, Cable Internal Shoulder Rotation",Set,1,reps,10,weight,5,,,,
,,,,,,,,,,
Instance of 'Loc',,,,,,,,,,
,,,,,,,,,,
"Exercise, Decline Crunches w/ Overhead Press",Set,1,reps,10,weight,12.5,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
"Saturday : Shoulders, Legs, Back etc.",2023-02-11,0,-1,-1,-1,-1,,,,
,,,,,,,,,,
"Exercise, Trap Bar Deadlift With High Handles",Set,1,reps,8,weight,90,,,,
,,,,,,,,,,
Instance of 'Loc',,,,,,,,,,
,,,,,,,,,,
"Exercise, Band Pull-Apart",Set,1,reps,15,weight,0,,,,
,,,,,,,,,,
"Exercise, Trap Bar Deadlift With High Handles",Set,1,reps,8,weight,90,,,,
,,,,,,,,,,
Instance of 'Loc',,,,,,,,,,
,,,,,,,,,,
"Exercise, Band Pull-Apart",Set,1,reps,15,weight,0,,,,
,,,,,,,,,,
"Exercise, Trap Bar Deadlift With High Handles",Set,1,reps,8,weight,90,,,,
,,,,,,,,,,
Instance of 'Loc',,,,,,,,,,
,,,,,,,,,,
"Exercise, Band Pull-Apart",Set,1,reps,15,weight,0,,,,
,,,,,,,,,,
"Exercise, Trap Bar Deadlift With High Handles",Set,1,reps,8,weight,90,,,,
,,,,,,,,,,
Instance of 'Loc',,,,,,,,,,
,,,,,,,,,,
"Exercise, Band Pull-Apart",Set,1,reps,15,weight,0,,,,
,,,,,,,,,,
"Exercise, Nordic Hamstring",Set,1,bodyweight,0,reps,12,,,,
,,,,,,,,,,
Instance of 'Loc',,,,,,,,,,
,,,,,,,,,,
"Exercise, Incline Dumbbell Press",Set,1,reps,10,weight,15,,,,
,,,,,,,,,,
"Exercise, Nordic Hamstring",Set,1,bodyweight,0,reps,12,,,,
,,,,,,,,,,
Instance of 'Loc',,,,,,,,,,
,,,,,,,,,,
"Exercise, Incline Dumbbell Press",Set,1,reps,10,weight,15,,,,
,,,,,,,,,,
"Exercise, Nordic Hamstring",Set,1,bodyweight,0,reps,12,,,,
,,,,,,,,,,
Instance of 'Loc',,,,,,,,,,
,,,,,,,,,,
"Exercise, Incline Dumbbell Press",Set,1,reps,10,weight,15,,,,
,,,,,,,,,,
"Exercise, Tricep Pushdown With Bar",Set,1,reps,15,weight,27,,,,
,,,,,,,,,,
"Exercise, Face Pull",Set,1,reps,15,weight,38,,,,
,,,,,,,,,,
"Exercise, Tricep Pushdown With Bar",Set,1,reps,15,weight,27,,,,
,,,,,,,,,,
"Exercise, Face Pull",Set,1,reps,15,weight,38,,,,
,,,,,,,,,,
"Exercise, Tricep Pushdown With Bar",Set,1,reps,15,weight,27,,,,
,,,,,,,,,,
"Exercise, Face Pull",Set,1,reps,15,weight,38,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
"Tuesday Morning: Shoulders, Abs, Triceps etc.",2023-02-07,0,-1,-1,-1,-1,,,,
,,,,,,,,,,
"Exercise, Dumbbell Z-Press",Set,1,reps,10,weight,15,,,,
,,,,,,,,,,
Instance of 'Loc',,,,,,,,,,
,,,,,,,,,,
"Exercise, Dumbbell Frog Pump",Set,1,reps,12,weight,50,,,,
,,,,,,,,,,
Instance of 'Loc',,,,,,,,,,
,,,,,,,,,,
"Exercise, Dumbbell Z-Press",Set,1,reps,10,weight,15,,,,
,,,,,,,,,,
Instance of 'Loc',,,,,,,,,,
,,,,,,,,,,
"Exercise, Dumbbell Frog Pump",Set,1,reps,12,weight,50,,,,
,,,,,,,,,,
Instance of 'Loc',,,,,,,,,,
,,,,,,,,,,
"Exercise, Dumbbell Z-Press",Set,1,reps,10,weight,15,,,,
,,,,,,,,,,
Instance of 'Loc',,,,,,,,,,
,,,,,,,,,,
"Exercise, Dumbbell Frog Pump",Set,1,reps,12,weight,50,,,,
,,,,,,,,,,
Instance of 'Loc',,,,,,,,,,
,,,,,,,,,,
"Exercise, Dumbbell Z-Press",Set,1,reps,10,weight,15,,,,
,,,,,,,,,,
Instance of 'Loc',,,,,,,,,,
,,,,,,,,,,
"Exercise, Dumbbell Frog Pump",Set,1,reps,12,weight,50,,,,
,,,,,,,,,,
Instance of 'Loc',,,,,,,,,,
,,,,,,,,,,
"Exercise, Dumbbell Renegade Row",Set,1,reps,10,weight,15,,,,
,,,,,,,,,,
Instance of 'Loc',,,,,,,,,,
,,,,,,,,,,
"Exercise, Lying Leg Raise",Set,1,bodyweight,0,reps,15,,,,
,,,,,,,,,,
"Exercise, Dumbbell Renegade Row",Set,1,reps,10,weight,15,,,,
,,,,,,,,,,
Instance of 'Loc',,,,,,,,,,
,,,,,,,,,,
"Exercise, Lying Leg Raise",Set,1,bodyweight,0,reps,15,,,,
,,,,,,,,,,
"Exercise, Dumbbell Renegade Row",Set,1,reps,10,weight,15,,,,
,,,,,,,,,,
Instance of 'Loc',,,,,,,,,,
,,,,,,,,,,
"Exercise, Lying Leg Raise",Set,1,bodyweight,0,reps,15,,,,
,,,,,,,,,,
"Exercise, Tricep Pushdown With Bar",Set,1,reps,12,weight,27,,,,
,,,,,,,,,,
Instance of 'Loc',,,,,,,,,,
,,,,,,,,,,
"Exercise, Face Pull",Set,1,reps,12,weight,33,,,,
,,,,,,,,,,
Instance of 'Loc',,,,,,,,,,
,,,,,,,,,,
"Exercise, Tricep Pushdown With Bar",Set,1,reps,12,weight,27,,,,
,,,,,,,,,,
Instance of 'Loc',,,,,,,,,,
,,,,,,,,,,
"Exercise, Face Pull",Set,1,reps,12,weight,33,,,,
,,,,,,,,,,
Instance of 'Loc',,,,,,,,,,
,,,,,,,,,,
"Exercise, Tricep Pushdown With Bar",Set,1,reps,12,weight,27,,,,
,,,,,,,,,,
Instance of 'Loc',,,,,,,,,,
,,,,,,,,,,
"Exercise, Face Pull",Set,1,reps,12,weight,33,,,,
,,,,,,,,,,
Instance of 'Loc',,,,,,,,,,
,,,,,,,,,,
"Exercise, Tricep Pushdown With Bar",Set,1,reps,15,weight,22,,,,
,,,,,,,,,,
Instance of 'Loc',,,,,,,,,,
,,,,,,,,,,
"Exercise, Face Pull",Set,1,reps,15,weight,30,,,,
,,,,,,,,,,
Instance of 'Loc',,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
"Monday : Legs, Back",2023-02-06,0,-1,-1,-1,-1,,,,
,,,,,,,,,,
"Exercise, Smith Machine Good Morning - Hamstring Focus",Set,1,reps,10,weight,70,,,,
,,,,,,,,,,
"Exercise, TKE",Set,1,reps,10,,,,,,
,,,,,,,,,,
Instance of 'Loc',,,,,,,,,,
,,,,,,,,,,
"Exercise, Smith Machine Good Morning - Hamstring Focus",Set,1,reps,10,weight,70,,,,
,,,,,,,,,,
"Exercise, TKE",Set,1,reps,10,,,,,,
,,,,,,,,,,
Instance of 'Loc',,,,,,,,,,
,,,,,,,,,,
"Exercise, Smith Machine Good Morning - Hamstring Focus",Set,1,reps,10,weight,70,,,,
,,,,,,,,,,
"Exercise, TKE",Set,1,reps,10,,,,,,
,,,,,,,,,,
Instance of 'Loc',,,,,,,,,,
,,,,,,,,,,
"Exercise, Smith Machine Good Morning - Hamstring Focus",Set,1,reps,10,weight,70,,,,
,,,,,,,,,,
"Exercise, TKE",Set,1,reps,10,,,,,,
,,,,,,,,,,
Instance of 'Loc',,,,,,,,,,
,,,,,,,,,,
"Exercise, Cable Lat Prayers ",Set,1,reps,12,weight,33,,,,
,,,,,,,,,,
"Exercise, Seated Calf Raise",Set,1,reps,15,weight,45,,,,
,,,,,,,,,,
Instance of 'Loc',,,,,,,,,,
,,,,,,,,,,
"Exercise, Cable Lat Prayers ",Set,1,reps,12,weight,33,,,,
,,,,,,,,,,
"Exercise, Seated Calf Raise",Set,1,reps,15,weight,45,,,,
,,,,,,,,,,
Instance of 'Loc',,,,,,,,,,
,,,,,,,,,,
"Exercise, Cable Lat Prayers ",Set,1,reps,12,weight,33,,,,
,,,,,,,,,,
"Exercise, Seated Calf Raise",Set,1,reps,15,weight,45,,,,
,,,,,,,,,,
Instance of 'Loc',,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
"Saturday  Legs, Shoulders, Back etc.",2023-02-04,0,-1,-1,-1,-1,,,,
,,,,,,,,,,
"Exercise, Trap Bar Deadlift With High Handles",Set,1,reps,12,weight,70,,,,
,,,,,,,,,,
Instance of 'Loc',,,,,,,,,,
,,,,,,,,,,
"Exercise, Band Pull-Apart",Set,1,reps,15,weight,0,,,,
,,,,,,,,,,
"Exercise, Trap Bar Deadlift With High Handles",Set,1,reps,12,weight,70,,,,
,,,,,,,,,,
Instance of 'Loc',,,,,,,,,,
,,,,,,,,,,
"Exercise, Band Pull-Apart",Set,1,reps,15,weight,0,,,,
,,,,,,,,,,
"Exercise, Trap Bar Deadlift With High Handles",Set,1,reps,12,weight,70,,,,
,,,,,,,,,,
Instance of 'Loc',,,,,,,,,,
,,,,,,,,,,
"Exercise, Band Pull-Apart",Set,1,reps,15,weight,0,,,,
,,,,,,,,,,
"Exercise, Trap Bar Deadlift With High Handles",Set,1,reps,12,weight,70,,,,
,,,,,,,,,,
Instance of 'Loc',,,,,,,,,,
,,,,,,,,,,
"Exercise, Band Pull-Apart",Set,1,reps,15,weight,0,,,,
,,,,,,,,,,
"Exercise, Cable Close Grip Seated Row",Set,1,reps,12,weight,55,,,,
,,,,,,,,,,
Instance of 'Loc',,,,,,,,,,
,,,,,,,,,,
"Exercise, Cable Standing Quad Driver - Psoas",Set,1,reps,10,weight,15,,,,
,,,,,,,,,,
Instance of 'Loc',,,,,,,,,,
,,,,,,,,,,
"Exercise, Cable Close Grip Seated Row",Set,1,reps,12,weight,55,,,,
,,,,,,,,,,
Instance of 'Loc',,,,,,,,,,
,,,,,,,,,,
"Exercise, Cable Standing Quad Driver - Psoas",Set,1,reps,10,weight,15,,,,
,,,,,,,,,,
Instance of 'Loc',,,,,,,,,,
,,,,,,,,,,
"Exercise, Cable Close Grip Seated Row",Set,1,reps,12,weight,55,,,,
,,,,,,,,,,
Instance of 'Loc',,,,,,,,,,
,,,,,,,,,,
"Exercise, Cable Standing Quad Driver - Psoas",Set,1,reps,10,weight,15,,,,
,,,,,,,,,,
Instance of 'Loc',,,,,,,,,,
,,,,,,,,,,
"Exercise, Hip Abduction Machine",Set,1,reps,12,weight,60,,,,
,,,,,,,,,,
Instance of 'Loc',,,,,,,,,,
,,,,,,,,,,
"Exercise, Machine Tricep Dip",Set,1,reps,12,weight,75,,,,
,,,,,,,,,,
"Exercise, Hip Abduction Machine",Set,1,reps,12,weight,60,,,,
,,,,,,,,,,
Instance of 'Loc',,,,,,,,,,
,,,,,,,,,,
"Exercise, Machine Tricep Dip",Set,1,reps,12,weight,75,,,,
,,,,,,,,,,
"Exercise, Hip Abduction Machine",Set,1,reps,12,weight,60,,,,
,,,,,,,,,,
Instance of 'Loc',,,,,,,,,,
,,,,,,,,,,
"Exercise, Machine Tricep Dip",Set,1,reps,12,weight,75,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
"Monday: Shoulders, Legs, Chest etc.",2023-01-23,0,-1,-1,-1,-1,,,,
,,,,,,,,,,
"Exercise, Glute Drive Machine",Set,1,reps,8,weight,140,,,,
,,,,,,,,,,
Instance of 'Loc',,,,,,,,,,
,,,,,,,,,,
